Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa)
13,14,778.1
12.5,15,778.1
12.5,17,778.2
12.8,18,778.2
12.9,18,778.2
12.8,19,778.3
12.8,20,778.4
12.8,21,778.5
12.8,22,778.6
12.7,23,778.7
12.7,24,778.7
12.6,24,778.8
12.7,24,778.8
13,24,778.8
13.1,24,778.8
12.9,24,778.8
12.6,25,778.9
12.6,26,779
12.6,27,779.1
12.6,27,779.2
12.5,28,779.3
12.1,29,779.3
12.7,29,779.3
13.1,28,779.3
13.3,28,779.3
13.4,28,779.3
13.4,28,779.3
13.3,28,779.3
13.1,28,779.3
12.9,28,779.4
12.8,28,779.4
12.8,29,779.5
13,27,779.6
13.5,25,779.6
13.6,24,779.6
13.5,23,779.6
13.8,23,779.5
14.3,23,779.5
14.8,21,779.4
15.1,20,779.4
15,20,779.4
15.2,20,779.4
15.4,19,779.4
15.6,19,779.3
15.8,19,779.3
16.1,17,779.2
16.3,17,779.2
16.4,17,779.1
16.5,18,779
16.5,20,778.9
16.6,20,778.8
16.8,19,778.8
17.2,18,778.7
17.3,18,778.6
17.5,17,778.4
17.8,17,778.3
18.1,17,778.2
18.3,16,778.2
18.7,18,778.1
19.4,17,778
20.1,16,778
20.6,15,777.9
21,15,777.8
21.2,14,777.8
21.5,13,777.7
21.6,13,777.8
21.8,12,777.8
22.1,13,777.7
22.1,13,777.7
22,13,777.6
21.9,12,777.7
21.9,12,777.6
22,12,777.6
22.1,12,777.6
22.3,12,777.7
22.4,12,777.7
22.3,11,777.7
22.4,12,777.7
22.3,11,777.8
22.2,11,777.9
22.3,11,778
22.3,13,778.2
21.9,13,778.2
21.9,13,778.3
21.9,12,778.5
21.6,13,778.6
21.1,12,778.7
21,12,778.8
20.9,12,778.9
20.8,12,779.1
20.7,13,779.2
20.4,15,779.3
20.1,15,779.4
19.9,16,779.5
19.6,17,779.6
19.7,16,779.8
19.4,16,779.9
19,16,780.1
18.9,16,780.1
18.7,16,780.2
18.4,16,780.2
18.2,16,780.2
18.2,15,780.3
18,15,780.3
18.1,15,780.3
17.6,16,780.2
17.4,16,780.2
17.2,16,780.2
16.8,16,780.2
16.6,17,780.2
16.3,17,780.1
16,18,780.1
15.5,19,780
15.2,20,780
14.8,21,779.9
14.2,22,779.8
13.5,23,779.8
12.8,24,779.7
11.8,25,779.7
10.3,29,779.6
9.4,33,779.6
8.5,34,779.4
7.4,38,779.2
7.3,41,779.1
7.5,41,779.1
7.6,41,779.1
8.1,40,779
8.8,38,778.9
9.2,37,778.9
9.7,35,778.8
10.1,33,778.7
9.8,33,778.6
9.9,35,778.6
9.8,32,778.6
9.6,37,778.6
10.1,36,778.6
10.3,34,778.5
9.3,37,778.4
8.7,45,778.4
8.9,45,778.5
9,45,778.4
8.9,45,778.3
9.1,45,778.2
9,45,778.1
9.1,45,778.1
9.3,44,778.1
9.3,43,778.2
9.4,43,778.4
9.7,42,778.4
10.5,40,778.4
11.5,37,778.5
11.9,35,778.4
12.1,35,778.5
12.1,35,778.5
11.8,35,778.6
11.5,35,778.5
11.4,34,778.6
11.1,34,778.6
11.5,32,778.6
11.4,32,778.7
11.7,31,778.7
13,28,778.8
13.3,28,778.8
13.4,27,778.8
12.9,28,778.9
12.4,28,778.9
11.6,30,778.9
11.9,30,779
12.3,29,779.1
12.4,28,779.1
12.2,28,779.1
10.6,30,779.2
10.4,30,779.3
10.7,29,779.2
10.9,28,779.2
10.3,29,779.1
10.2,30,779.1
10.6,30,779.1
10.6,29,779.1
10.7,30,779.1
11.4,29,779.1
12,27,779.1
12.1,27,779.1
12.6,27,779.1
13,26,778.9
13,26,778.8
13.1,26,778.8
12.8,27,778.7
12.9,27,778.6
13.3,26,778.5
13.6,26,778.5
13.7,25,778.3
13.7,25,778.2
13.8,25,778
14.8,24,777.9
15.9,22,777.8
16.5,20,777.7
17,19,777.6
17.3,18,777.5
17.6,17,777.3
18.1,17,777.3
18.3,15,777.1
18.7,13,777.2
19.1,13,777.1
19.6,14,777.1
20.1,12,777.1
20.3,13,777.1
20.8,12,777
21.1,11,776.9
21.2,11,776.9
21.4,12,776.8
21.5,13,776.8
21.7,12,776.8
21.7,14,776.7
21.6,14,776.7
21.6,15,776.7
21.6,13,776.7
21.6,14,776.8
22,14,776.8
21.9,15,776.8
21.9,15,776.9
21.7,14,777
21.6,15,777
21.6,15,777
21.5,14,777
21.5,14,777.1
21.5,14,777.2
21.3,16,777.3
21.1,16,777.5
20.5,17,777.5
20.4,17,777.6
20.4,18,777.7
19.9,20,777.9
19.9,19,778.1
19.7,19,778.2
19.5,20,778.2
19,21,778.3
18.6,21,778.4
18.3,22,778.5
18.3,22,778.6
18.1,23,778.7
17.6,24,778.8
17.4,25,778.9
17.6,25,779
17.5,25,779.1
17.3,25,779.2
17,25,779.3
16.7,26,779.4
16.5,26,779.4
16.2,27,779.4
15.9,28,779.5
15.3,30,779.6
14.4,31,779.6
12.9,35,779.6
10.6,42,779.6
8.8,51,779.5
7.6,52,779.5
7.1,53,779.6
6.8,53,779.6
6.6,52,779.5
6.1,54,779.4
5.9,54,779.4
6.2,53,779.3
7,51,779.3
7.5,54,779.2
7.6,54,779.1
7.7,54,779
8,53,778.9
8.6,51,778.8
9.3,49,778.7
9.9,46,778.6
10.2,44,778.5
10.4,43,778.5
10.5,42,778.4
10.6,44,778.3
11,41,778.2
10.8,42,778.1
11.2,44,778.1
11.9,39,778.1
12.1,37,778
12.1,37,778
12.1,37,778
12.3,36,777.9
12.4,34,777.9
12.4,34,777.9
12.3,35,777.8
12.3,36,777.8
12.5,35,777.9
12.4,35,777.9
12.4,35,777.9
12.4,35,778
12.4,35,778
12.3,34,778.1
12.1,34,778.1
12.2,34,778.1
12.1,34,778.1
12.2,37,778.2
12.8,34,778.3
13.2,32,778.2
13.5,31,778.1
13.3,30,778
12.8,32,778
12.2,36,778
12,38,778.1
11.9,38,778.2
11.9,38,778.2
11.9,38,778.2
11.9,38,778.2
12,38,778.3
12.1,38,778.2
12.2,38,778.2
12.5,38,778.2
12.6,38,778.2
12.7,38,778.2
13.1,38,778.3
13.5,36,778.3
13.5,36,778.1
13.5,36,778.1
13.6,36,778.1
13.9,36,778.1
14.1,34,778.1
13.8,36,778.1
13.9,35,778.1
14.1,35,778
14,35,777.9
14.2,34,777.9
14.4,33,777.7
14.6,32,777.6
14.7,31,777.4
14.7,30,777.3
14.6,30,777.3
14.8,29,777.2
15.2,27,777.1
15.8,26,777
16.2,23,776.8
16.2,23,776.6
16.4,22,776.5
16.5,22,776.5
16.5,23,776.4
16.6,23,776.4
16.6,23,776.3
16.8,23,776.2
17,22,776.2
17.1,22,776.1
17.4,22,776.1
17.7,21,776
18,20,776
18.4,19,776
18.8,19,776
19,19,775.9
19.6,19,775.8
20.2,18,775.8
20.4,18,775.8
20.5,18,775.8
20.7,18,775.7
21,17,775.7
20.8,17,775.7
20.9,16,775.7
20.9,16,775.8
20.9,15,775.7
21,15,775.7
21,15,775.8
21.2,14,775.8
21.2,14,775.7
21.7,15,775.7
21.6,15,775.8
21.6,15,775.8
21.3,15,776
21.3,14,776.1
21.4,15,776.1
21.8,14,776.2
21.5,14,776.3
20.9,14,776.3
20.9,14,776.4
20.8,14,776.7
21,14,776.8
20.7,15,777
20.5,14,777.1
20.5,14,777.2
20,15,777.4
19.5,16,777.6
19.4,19,777.7
19.4,19,777.9
19.6,17,778.1
19.6,17,778.2
19.3,18,778.3
19.2,18,778.4
18.9,18,778.5
19.3,19,778.6
19.1,20,778.6
19,23,778.7
18.8,23,778.8
18.6,24,778.8
18.3,26,778.8
17.9,27,778.8
17.7,27,778.8
17.3,29,778.8
16.9,33,778.7
16.4,35,778.6
16,37,778.5
15.7,41,778.5
15.6,42,778.5
15.5,39,778.4
14.8,35,778.2
13.5,40,778.2
12,52,778.2
11,63,778.2
10.2,68,778.3
9.9,70,778.3
9.8,70,778.3
9.8,69,778.2
9.7,69,778.1
9.4,69,778
9.2,70,778
8.8,72,777.9
8.8,72,777.9
8.8,74,777.8
9,76,777.7
9.2,76,777.6
9.5,76,777.6
9.7,74,777.5
9.8,75,777.5
9.9,75,777.5
9.7,76,777.5
9.7,76,777.4
9.6,77,777.4
9.6,76,777.4
9.8,76,777.4
10.1,75,777.3
10.2,74,777.3
10.1,74,777.3
10,74,777.3
10,73,777.3
10.4,68,777.4
11.3,64,777.5
12,59,777.5
12.6,55,777.5
13,50,777.5
13.1,49,777.6
13.2,48,777.6
13.1,51,777.5
13.5,50,777.5
13.7,48,777.6
13.9,51,777.5
14,51,777.5
14,52,777.5
14.1,52,777.5
14.2,53,777.6
14.3,52,777.7
14.6,52,777.7
14.6,52,777.7
14.5,53,777.6
14.4,52,777.7
14.6,49,777.8
14.7,48,777.9
14.7,47,777.9
14.7,45,778
14.7,45,778
14.7,44,778
14.6,42,778
14.5,42,778
14.5,42,778.1
14.5,43,778.1
14.7,42,778.1
14.7,42,778.1
14.7,42,778.1
14.7,41,778.2
14.8,41,778.1
14.8,42,778.1
15,42,778
15.1,40,778
15.1,40,777.9
15.2,41,777.9
15.5,40,777.8
15.5,40,777.8
15.5,40,777.7
15.7,41,777.6
15.8,41,777.6
15.9,42,777.6
16.1,43,777.5
16.2,43,777.4
16.3,44,777.4
16.5,43,777.3
16.7,43,777.2
16.9,42,777.2
17.2,41,777.1
17.4,39,777
17.7,38,776.9
17.9,38,776.8
18.1,38,776.8
18.4,38,776.8
18.8,37,776.7
19.5,35,776.7
19.8,35,776.7
19.8,35,776.6
19.6,35,776.5
20.1,34,776.5
20.1,34,776.4
19.6,35,776.4
19.8,34,776.3
20.4,34,776.3
20.6,33,776.3
20.2,35,776.2
20.5,33,776.2
20.2,33,776.2
20.6,33,776.2
21.2,31,776.2
21.7,30,776.2
21.6,31,776.2
21.4,32,776.3
21.7,32,776.4
21.9,32,776.5
21.6,32,776.6
21.5,32,776.8
21.3,33,776.9
21.2,33,777
21,35,777.1
21.6,33,777.3
21.3,34,777.4
20.6,35,777.6
20.5,34,777.8
20.2,36,778
19.7,40,778.1
19.8,40,778.1
19.9,40,778.3
19.8,41,778.4
19.3,42,778.6
19.4,42,778.7
19.2,43,778.8
18.7,44,778.9
18.8,44,779
19,43,779
18.8,43,779.1
18.3,44,779.3
18.1,44,779.3
17.9,45,779.3
17.7,45,779.3
17.4,46,779.3
17.7,45,779.3
17.7,46,779.3
17.4,47,779.2
17.1,49,779.2
16.8,53,779.1
16.4,55,779.1
15.5,60,779
14.4,63,778.9
13.1,68,778.8
11.5,77,778.7
10.1,86,778.6
9.4,90,778.4
8.7,92,778.4
8.2,92,778.3
8,92,778.2
7.8,92,778
7.7,90,778
7.8,89,778
8.1,88,777.9
8.3,88,777.9
8.5,86,777.8
8.8,84,777.7
9.2,83,777.7
9.4,82,777.5
9.7,81,777.5
9.6,82,777.5
9.6,81,777.5
9.8,79,777.4
10,78,777.4
10.2,77,777.3
10.5,75,777.3
11,72,777.3
11.8,68,777.3
12.2,65,777.2
12.3,64,777.1
11.9,65,777.1
10.6,72,777.2
10.4,74,777.2
10.5,73,777.3
10.7,73,777.3
11.2,71,777.4
11.8,68,777.5
12.4,65,777.6
12.4,65,777.6
12.2,65,777.6
11.4,67,777.6
10.6,71,777.6
10.1,74,777.6
10,74,777.6
10,74,777.7
10.1,74,777.7
10.2,74,777.8
10.3,73,778
10.6,72,778
11,70,778.1
11.6,68,778.2
12.5,64,778.2
13.6,58,778.2
14,54,778.3
13.9,54,778.3
13,56,778.3
11.5,63,778.3
11.1,69,778.4
11.3,69,778.4
11.8,67,778.4
12.5,64,778.6
13.3,61,778.7
14.1,56,778.7
14.4,54,778.7
14.8,53,778.7
14.7,53,778.6
14.9,53,778.6
15.1,52,778.7
15.2,51,778.7
15.3,51,778.7
15.4,51,778.6
15.7,49,778.7
15.9,48,778.7
15.9,48,778.6
16.1,48,778.6
16.2,47,778.5
16.3,47,778.5
16.1,47,778.4
16,49,778.4
16.2,48,778.2
16.5,48,778.2
16.5,50,778.2
16.4,52,778.1
16.4,53,778
16.6,55,778
16.9,53,778
17.1,52,777.9
17.4,50,777.8
17.6,50,777.7
18.1,49,777.6
18.7,43,777.6
19.1,38,777.5
19.3,36,777.4
19.5,37,777.4
19.5,35,777.3
19.5,34,777.3
19.7,33,777.1
19.7,33,777.1
19.7,33,777.1
19.9,37,777.2
20.6,36,777.1
21.1,34,777.2
20.8,35,777.2
21.2,34,777.2
21.4,34,777.2
21.4,34,777.2
20.6,37,777.2
20.3,38,777.3
20.8,37,777.4
20.9,35,777.4
20.3,37,777.5
20.3,39,777.6
20.6,37,777.6
20.2,39,777.6
21.1,38,777.8
21.3,38,777.9
21,38,778.1
21.3,37,778.3
20.7,37,778.4
20.7,38,778.5
20.1,40,778.7
19.2,44,778.9
19.9,43,779.1
20.7,41,779.2
20.4,41,779.3
19.8,42,779.4
19.2,44,779.6
19.1,45,779.8
19,45,779.9
19.5,44,780.1
18.9,45,780.2
18.1,48,780.4
18.6,47,780.4
18.8,47,780.5
18.9,48,780.5
18.9,48,780.6
18.6,49,780.6
18.3,49,780.6
18.5,50,780.7
18.3,53,780.6
18.1,57,780.6
18,60,780.6
17.7,62,780.6
17.1,63,780.5
16.6,67,780.5
15.9,69,780.5
15,69,780.4
13.3,81,780.2
11.8,99,780.1
10.2,100,780.1
9.4,100,780
9.1,100,779.9
8.9,100,779.8
8.6,100,779.7
8.2,99,779.6
8.1,98,779.5
8.3,99,779.5
8.2,98,779.5
8.1,97,779.5
8.3,97,779.6
8.3,97,779.5
8.4,96,779.5
8.4,95,779.6
8.6,94,779.5
8.9,95,779.3
9.1,95,779.2
9.2,96,779.3
9.1,97,779.3
8.9,96,779.3
8.9,96,779.3
8.9,96,779.3
8.9,95,779.3
8.8,95,779.3
8.9,93,779.3
9.1,92,779.3
9.3,91,779.3
9.6,91,779.3
9.8,91,779.4
9.9,91,779.5
9.9,92,779.5
9.9,93,779.6
9.8,95,779.6
9.5,96,779.7
9.2,96,779.8
8.9,96,780
8.9,95,780.1
8.9,95,780.1
9,95,780.1
8.9,94,780
8.8,93,780.1
8.8,92,780.1
8.9,91,780.2
9,89,780.3
9.3,88,780.3
9.6,86,780.3
9.9,85,780.4
10.1,83,780.4
10.5,81,780.4
10.5,82,780.4
10.3,84,780.5
10.2,85,780.5
10,87,780.6
10,87,780.6
9.8,87,780.5
9.7,87,780.6
9.4,88,780.6
9.2,89,780.6
9.1,89,780.6
9.1,88,780.6
9.2,87,780.5
9.4,86,780.5
9.7,86,780.5
9.7,86,780.5
9.7,84,780.4
9.9,82,780.3
10.2,81,780.3
10.4,81,780.3
10.7,80,780.3
10.8,80,780.2
11,78,780.1
11.2,77,780.1
11.5,76,780
12,73,779.9
12.6,70,779.8
13.4,66,779.7
14.4,61,779.6
15,57,779.5
15.2,54,779.3
15.2,51,779.2
15,49,779.1
15,49,779
14.9,51,779
15.1,53,779
15.5,54,779
15.7,51,779
15.9,53,779.1
16,56,779.2
15.7,54,779.3
15.5,52,779.2
15.8,54,779.2
16.2,65,779.1
16.8,67,779.1
17,64,779.2
17.4,62,779.1
17.7,61,779.1
17.9,59,779
18.7,57,779
19.3,54,779
19.2,56,779
19.2,55,779
19.2,54,779
19.3,52,779
18.4,56,779.1
18.1,57,779.2
18.3,56,779.2
18.3,56,779.4
18.7,55,779.4
19.2,53,779.5
19.2,54,779.5
18.5,57,779.7
18.4,55,779.8
18,56,780
17.8,56,780.2
17.6,57,780.4
17,60,780.6
16.6,61,780.7
16.7,63,780.8
16.7,63,781
16.9,65,781
16.5,72,781.2
16.2,72,781.2
15.7,77,781.3
15.1,81,781.6
14.5,88,781.9
14.3,84,782
15.8,73,782.1
16.1,65,782
15.9,67,782.2
15.7,67,782.3
15.7,67,782.4
15.7,66,782.5
15.6,68,782.6
15.3,69,782.5
14.9,72,782.5
14.1,76,782.5
13.1,85,782.4
12.4,90,782.3
12.1,95,782.2
11.7,97,782.1
11.5,99,782.1
11.2,100,782
11,100,781.9
10.9,100,781.9
10.7,100,781.7
10.5,100,781.7
10.5,100,781.6
10.4,100,781.5
10.3,99,781.5
10.3,99,781.3
10.3,99,781.2
10.4,98,781.2
10.5,98,781.1
10.6,98,781
10.6,98,780.9
10.6,98,780.8
10.5,98,780.8
10.5,98,780.7
10.5,98,780.7
10.4,99,780.7
10.3,99,780.6
10.3,100,780.5
10.2,100,780.5
10.2,100,780.5
10.3,100,780.5
10.4,100,780.5
10.6,100,780.4
10.6,100,780.3
10.7,100,780.4
10.7,100,780.5
10.7,100,780.6
10.7,100,780.7
10.6,100,780.8
10.5,100,780.7
10.6,100,780.7
10.7,100,780.8
10.8,100,780.9
10.8,100,781.1
10.8,100,781.2
10.8,100,781.2
10.8,100,781.3
10.9,100,781.4
10.8,100,781.4
10.9,100,781.4
10.9,100,781.3
10.9,100,781.3
10.9,100,781.3
10.9,100,781.3
10.9,100,781.5
10.9,100,781.7
10.9,100,781.8
11,100,781.8
11,100,781.9
11,100,781.9
11,100,781.9
11,100,781.8
11.2,100,781.8
11.3,100,781.9
11.3,100,782
11.3,100,782.1
11.3,100,782.1
11.3,100,782.1
11.3,100,782.1
11.3,100,782.1
11.3,100,782.1
11.3,100,782.1
11.3,100,782.1
11.3,100,782
11.2,100,782.1
11.2,100,782
11.2,100,782
11.2,100,781.8
11.2,100,781.7
11.2,99,781.7
11.1,99,781.6
11.1,99,781.5
11.1,98,781.4
11.1,98,781.4
11.2,98,781.3
11.2,97,781.1
11.2,97,781
11.2,96,780.9
11.2,95,780.9
11.4,94,780.9
11.5,94,780.8
11.6,93,780.7
11.7,93,780.7
11.8,92,780.5
11.9,90,780.5
12.1,88,780.4
12.4,86,780.3
12.7,82,780.3
12.9,79,780.3
13,78,780.2
13.1,78,780.2
13.2,77,780.2
13.3,77,780.1
13.4,76,780
13.4,76,779.9
13.5,76,779.9
13.6,76,779.9
13.8,75,779.8
13.8,75,779.8
13.7,75,779.8
13.7,76,779.8
13.7,77,779.8
13.8,78,779.8
13.7,80,779.8
13.7,80,779.8
13.8,79,779.9
13.9,77,779.8
13.9,76,779.8
14.1,78,779.9
14.1,80,780
14,81,780.1
14,79,780.2
14,79,780.3
14,81,780.5
13.7,85,780.7
13.1,87,780.9
12.9,85,780.9
13.1,82,781.1
13.3,78,781.1
13.3,80,781.1
13.2,82,781.2
13.3,80,781.3
13.9,76,781.4
14.5,69,781.4
14.7,69,781.5
14.9,69,781.5
14.9,68,781.6
14.3,70,781.6
13.8,73,781.7
13.5,74,781.8
13.1,76,781.8
12.9,77,781.8
12.7,78,781.9
12.5,78,781.7
12.4,78,781.6
12.4,78,781.6
12.2,80,781.5
11.8,81,781.4
11.6,82,781.4
11.2,86,781.3
10.8,85,781.3
10.7,85,781.2
10.4,89,781.1
9.9,94,781
9.4,96,780.8
9.3,97,780.7
9.1,97,780.7
8.8,97,780.6
8.7,97,780.4
8.7,96,780.5
8.6,96,780.4
8.6,96,780.3
8.6,95,780.2
8.6,95,780
8.7,94,780.1
8.9,94,780
9.1,95,780
9.1,95,780.1
9,95,780
8.9,95,780
8.8,95,779.9
8.7,95,779.9
8.7,94,780
8.8,94,779.9
8.8,94,779.9
8.8,94,780
8.9,93,780
8.9,93,779.9
9,92,779.9
9.1,92,779.9
9.1,92,780
9.1,91,780.1
9.2,91,780
9.3,91,780.1
9.3,92,780.1
9.2,92,780.1
9.2,92,780.1
9.2,92,780.2
9.2,92,780.2
9.3,91,780.3
9.3,91,780.4
9.4,91,780.5
9.4,90,780.5
9.5,90,780.5
9.6,90,780.6
9.6,89,780.6
9.7,89,780.6
9.7,88,780.5
9.8,88,780.5
9.8,88,780.6
9.9,87,780.6
10.1,87,780.6
10.1,87,780.7
10.2,87,780.7
10.2,87,780.8
10.2,88,780.8
10.2,89,780.8
10.2,90,780.8
10.2,90,780.9
10.3,91,780.9
10.3,91,780.9
10.4,92,780.9
10.3,93,780.9
10.2,93,780.9
10.2,93,780.9
10.3,93,780.9
10.3,93,780.9
10.3,92,780.9
10.3,92,780.8
10.3,92,780.8
10.5,92,780.8
10.7,93,780.8
10.7,92,780.7
10.7,91,780.7
10.8,90,780.7
10.9,89,780.5
10.9,88,780.2
11.1,88,780
11.3,88,780
11.3,87,779.9
11.4,87,779.8
11.5,86,779.7
11.6,86,779.5
11.7,87,779.2
11.9,87,779.1
12,84,779
12.5,78,779
13.2,76,778.8
13.8,72,778.7
14.6,65,778.7
15.4,62,778.5
16.4,53,778.3
16.9,45,778.1
17.2,45,778
17.6,43,778
17.9,43,777.8
18.4,42,777.7
19.3,37,777.6
20,39,777.6
20.4,38,777.5
20.3,39,777.6
20.4,40,777.6
20.5,39,777.6
19.9,41,777.6
20.4,40,777.6
20.8,38,777.7
20.8,38,777.7
20.8,39,777.7
21.6,37,777.8
21.3,38,777.8
20.9,39,777.9
21.1,39,778.1
20.9,39,778.2
20.5,40,778.4
20.2,41,778.5
19.9,41,778.7
19.5,43,778.9
19.9,40,779
19.1,44,779.2
19.5,42,779.4
20,40,779.5
19.1,44,779.8
19.6,43,779.9
21,39,780.1
21.3,38,780.2
21,38,780.3
20.8,38,780.5
20.5,40,780.6
20.7,39,780.7
21,39,780.8
20.5,40,781
20.1,41,781.1
19.9,41,781.1
19.5,43,781.2
19.3,43,781.3
18.7,45,781.3
18.1,48,781.3
18.1,49,781.3
17.6,51,781.3
16.8,54,781.2
15.8,58,781.2
15.3,60,781.1
15.1,60,781
14.6,62,780.9
13.9,65,780.9
13.6,65,780.8
13.1,67,780.7
12.7,68,780.6
11.9,73,780.5
11.5,75,780.5
11.3,75,780.4
11.1,75,780.3
11,76,780.3
11.1,77,780.2
11.1,76,780.1
11.2,74,780.1
11.1,71,780
11,66,779.9
11.2,64,779.8
11.4,68,779.7
11.6,69,779.7
11.6,64,779.6
11.4,60,779.4
11.2,61,779.4
11.2,60,779.3
11.3,59,779.3
11.3,59,779.2
11.1,60,779.2
11,60,779.2
11.1,60,779.2
11.2,59,779.1
11.3,59,778.9
11.4,58,779
11.5,58,778.9
11.6,57,779
11.7,57,779.1
11.8,56,779.1
11.9,56,779.2
12.1,55,779.2
12.3,54,779.3
12.6,53,779.2
13.2,51,779.3
13.7,48,779.3
13.6,48,779.2
13.4,49,779.2
13.4,49,779.2
13.7,49,779.2
14,47,779.4
14.1,47,779.4
14,47,779.5
14.2,47,779.7
14.7,45,779.6
14.7,42,779.6
14.8,43,779.8
15,39,779.6
14.8,40,779.6
14.7,39,779.6
14.4,40,779.5
14.2,40,779.5
14.1,40,779.6
14.1,40,779.6
14.1,40,779.5
14.2,40,779.6
14.5,39,779.6
14.8,38,779.5
15.1,37,779.6
15.8,35,779.6
16.4,33,779.6
16.8,31,779.5
17,30,779.4
17.2,29,779.3
17.3,29,779.3
17.3,29,779.2
17.4,29,779.2
17.4,29,779.2
17.2,31,779.2
17.4,30,779.2
17.6,30,779.2
17.8,28,779.1
17.8,27,779
17.9,27,778.9
17.9,27,778.8
18,26,778.7
18.1,26,778.5
18.1,25,778.4
18.2,25,778.3
18.3,25,778.2
18.4,25,778.1
18.6,25,778.1
18.6,25,778
18.7,25,777.9
19,24,777.8
19.2,23,777.7
19.6,22,777.6
19.9,22,777.5
20.3,21,777.4
20.7,20,777.3
21,19,777.3
21,19,777.2
21.2,18,777.1
21.7,17,777.1
22,16,777.1
21.8,16,777
21.6,17,777
21.7,17,776.9
21.7,18,776.9
21.7,17,776.8
21.7,15,776.8
21.6,14,776.8
22.1,15,776.8
22.7,16,776.9
23.4,15,777.1
23.1,16,777.2
22.7,18,777.2
22.9,19,777.2
22.6,21,777.2
22.2,21,777.4
22.3,21,777.5
22.4,21,777.7
22.1,22,777.9
21.8,22,778
21.6,22,778.2
21.9,20,778.4
22.4,20,778.5
22.4,20,778.6
22.3,20,778.7
21.8,21,778.8
21.6,20,779
21.4,23,779.1
21,25,779.2
20.8,24,779.3
20.6,24,779.5
20.5,24,779.6
20.6,25,779.7
20.7,24,779.9
20.3,24,779.9
19.7,23,779.9
19.4,23,779.9
19.3,24,779.9
19.2,24,779.8
19.2,24,779.8
18.8,27,779.9
18.3,29,779.9
18,31,779.9
17.9,32,779.9
18.1,33,779.9
17.6,39,779.8
16.9,42,779.7
16.1,46,779.7
15.1,50,779.6
13.8,54,779.6
12.2,60,779.6
10.5,67,779.5
9.8,70,779.4
9.4,71,779.4
9.1,72,779.3
9,73,779.2
8.8,73,779.1
9,72,779
9.4,70,778.9
9.6,69,778.7
9.5,70,778.6
9.3,71,778.5
9,71,778.4
8.8,72,778.3
8.7,71,778.1
8.8,69,778.1
9.5,68,778
10.3,65,778
11.4,60,778
12.8,55,778.1
13,56,778.1
12.9,57,778.2
13,57,778.3
12.9,57,778.3
12.8,57,778.4
12.7,57,778.4
12.7,57,778.4
12.6,57,778.4
12.5,56,778.4
12.5,56,778.4
12.6,56,778.5
12.5,56,778.6
12.3,56,778.6
12.1,57,778.7
12,57,778.7
11.9,57,778.8
12,56,778.8
11.9,56,778.8
11.9,57,778.9
12.4,55,778.9
12.9,53,779
13.2,52,779
13.5,50,779.1
13.6,49,779.2
13.5,49,779.2
13.3,49,779.2
12.9,50,779.2
13.1,50,779.2
13.6,48,779.2
13.9,46,779.3
13.9,46,779.3
13.7,46,779.3
13,49,779.4
13,49,779.4
13.3,48,779.5
13.2,47,779.5
12.4,49,779.5
12.3,51,779.5
12.9,49,779.4
13.7,46,779.3
14.7,43,779.3
15.4,42,779.2
15.5,41,779.1
15.5,41,779
15.5,41,778.9
15.6,41,778.9
15.8,40,778.9
16,39,778.8
16.2,39,778.8
16.4,38,778.7
16.6,37,778.7
16.9,36,778.6
17,36,778.5
17.1,34,778.3
17.3,32,778.3
17.5,32,778.2
17.6,31,778.1
17.6,30,778
17.4,30,777.9
17.2,30,777.9
17.5,30,777.8
17.9,29,777.7
18.2,29,777.7
18.3,28,777.7
18.6,28,777.6
18.9,27,777.5
19.2,27,777.4
19.5,26,777.3
20,26,777.2
20.8,25,777.1
21,25,776.9
21.1,25,776.9
21,24,776.8
21.3,22,776.7
21.7,22,776.6
22,23,776.6
22,21,776.6
22.1,20,776.6
22.2,21,776.5
22.2,21,776.5
22,22,776.6
22.1,21,776.5
22,21,776.5
22.3,20,776.6
22.7,20,776.6
22.6,19,776.7
22.6,20,776.8
22.5,22,776.8
22.3,24,777
21.9,25,777.1
21.9,24,777.3
21.8,24,777.5
22,24,777.7
21.8,24,777.8
22,24,778
22,24,778.1
21.6,25,778.3
21.4,25,778.5
21.2,26,778.6
20.9,28,778.8
21,28,778.9
20.8,30,779
20.3,31,779.2
20.2,31,779.4
20.5,30,779.6
20.1,32,779.8
19.9,32,780
19.9,33,780.1
20,33,780.2
19.9,38,780.3
19.6,40,780.4
19,42,780.6
17.7,48,780.7
16.8,52,780.8
15.2,59,780.9
13.3,68,780.9
11.5,82,780.9
10,99,780.9
9.1,100,780.9
8.4,100,780.9
8.1,100,780.9
7.9,100,780.8
7.8,100,780.8
7.2,100,780.7
6.9,100,780.7
6.8,99,780.7
6.9,99,780.7
6.8,99,780.7
6.6,99,780.7
6.2,99,780.7
6.3,99,780.7
6.5,99,780.5
6.7,99,780.4
6.8,99,780.4
7.1,99,780.3
7.1,99,780.3
6.9,98,780.2
6.7,98,780.2
6.6,97,780.1
6.9,98,780.1
7.1,98,780
7.4,98,780
7.6,98,779.9
7.7,98,779.9
7.7,97,779.9
7.7,97,779.9
7.9,97,779.8
7.9,97,779.8
7.9,97,779.8
8,96,779.8
8.1,96,779.7
8.2,96,779.7
8.2,96,779.8
8.3,95,779.9
8.3,95,779.9
8.4,95,780
8.3,94,780.1
8.1,93,780.2
7.9,91,780.3
8,90,780.3
8.1,90,780.2
8.2,89,780.3
